Date,Tair,Wind,SWdown,LWdown,PSurf,Qair,Rainf,Snowf
722816,262.188259124756,7.91436608632406,NaN,NaN,100429.848632813,0.00102836573933018,NaN,NaN
722817,261.811719258626,5.16397653023402,18.7826434423526,226.729107538859,100755.442057292,0.00120046647983448,0,1.0737463753685e-06
722818,262.225329081217,6.62831560770671,23.1756530255079,216.705425262451,100736.096028646,0.00122708043879053,0,0
722819,261.662693023682,5.89079354206721,28.8916394213835,190.403358459473,100851.951171875,0.001144993310542,0,0
722820,258.938688278198,3.99780702590942,28.6043415764968,192.207724889119,101688.36328125,0.000912537075540361,0,0
722821,263.995876948039,3.41546148558458,17.8539836580555,248.222494125366,102239.162434896,0.00164564768783748,0,1.41343487788011e-06
722822,270.859082539876,8.7558597723643,6.96093396594127,295.733472188314,101325.575520833,0.00289341048240506,2.43485614722279e-05,3.98238281225834e-05
722823,273.844062805176,5.66595250368118,17.6544396678607,298.558706919352,100759.424479167,0.00391744199441746,5.39712611195379e-07,0
722824,273.062498728434,4.18975748618444,13.9527753392855,305.484605153402,100124.557942708,0.00372323336584183,0,4.85388980375016e-05
722825,271.686401367188,5.18955769141515,20.1676184535027,279.881811777751,99134.01953125,0.00314923675614409,0,3.31073139629249e-06
722826,271.714866638184,8.04981396595637,13.2488424479961,287.43222173055,98042.4547526042,0.00293771655803236,0,3.86741028250981e-05
722827,271.958586374919,3.00355673829714,12.8251411318779,293.975018819173,98382.9833984375,0.00333970485371538,0,3.93313864227215e-05
722828,270.245449066162,3.72891170779864,21.7162776986758,275.558545430501,99625.8938802083,0.00273646606365219,0,9.29080711860782e-06
722829,267.928330739339,2.98217200239499,23.0531800190608,257.729047139486,101343.210611979,0.00225302103111365,0,0
722830,268.237066904704,4.81327033042908,25.6373232007027,251.999252319336,102310.775390625,0.00220650253080142,0,0
722831,269.187580108643,2.93606041868528,23.5552811508921,275.495978673299,102716.463541667,0.00240926471694062,0,0
722832,270.734683990479,4.53767914573352,14.8509103177736,291.493283589681,102321.688151042,0.00277655701696252,0,5.12568832770436e-06
722833,270.748613993327,3.70160765449206,19.0222491982083,285.698670705159,102779.75390625,0.00265929181477986,0,6.40114952451161e-07
722834,271.06752649943,5.52571467558543,18.4062578498075,283.36282602946,102913.636393229,0.00257288910021695,0,0
722835,270.020099639893,5.72565213839213,19.2404871992767,284.493556976318,102628.221354167,0.00233752761657039,0,0
722836,269.301058451335,5.12616195281347,15.5037192255259,280.469356536865,102710.519205729,0.0021258867054712,0,4.46665770444573e-07
722837,267.032808939616,2.60195614894231,23.8206391483545,267.613274892171,101889.457682292,0.0019124744576402,0,7.93666265508364e-06
722838,268.757406870524,4.03981184959412,20.3669732113679,276.250609079997,100834.516276042,0.00224516322487034,0,1.89262298893785e-05
722839,268.845541636149,4.17660627762477,23.6394090453784,274.859313964844,99088.6927083333,0.00246310824877582,0,5.65766583046449e-05
722840,271.09610748291,5.61587422589461,17.7513505692283,287.509899775187,99242.0986328125,0.00301516283070669,0,3.74290019256781e-05
722841,271.154092152913,7.31654214859009,21.8511491715908,284.360605875651,98601.3460286458,0.00286581508892899,0,4.7066174071612e-05
722842,269.177795410156,5.19020640850067,27.6258919437726,267.229533513387,99215.1253255208,0.00239844850148074,0,8.67151504735375e-06
722843,267.742949167887,2.5231506327788,44.2997897664706,248.201711654663,99747.7171223958,0.00208806636995481,0,0
722844,270.430699666341,5.29291699330012,28.1348579327265,280.514148712158,100093.405598958,0.00244257957092486,0,1.00205731238627e-06
722845,269.130558013916,3.47097855806351,27.2554193933805,267.151266098022,99745.8450520833,0.00244710957243418,0,3.13524405252489e-06
722846,267.164273579915,6.52030660708745,28.9147210915883,260.118026097616,99562.6256510417,0.00198415510628062,0,6.21374078946246e-06
722847,272.398122151693,6.23729794224103,22.684322476387,300.051752090454,99235.0719401042,0.0034863624702363,1.06606442310901e-05,3.88482361207328e-05
722848,271.849778493245,4.69727791349093,42.6320207118988,272.958892186483,98457.45703125,0.00324236422117489,0,1.48642197927984e-05
722849,271.85325495402,9.82084999481837,33.0923200845718,241.087690989176,98516.9322916667,0.00306495867941218,5.4019657606356e-07,2.70357343197247e-05
722850,270.872748057048,6.12810944517453,63.4542335271835,220.926707585653,99077.5113932292,0.00277157086141718,0,1.58192316727461e-06
722851,270.85315322876,3.89595166842143,52.1681093374888,258.057998021444,99480.5481770833,0.00294621557501766,0,7.09137869610762e-07
722852,267.46803410848,2.6523519307375,54.7537689225283,240.947110493978,100596.804036458,0.00225423206575215,0,0
722853,267.687512715658,5.14354432622592,38.9372753513356,270.428619384766,100234.820638021,0.00216045491591406,0,0
722854,268.926540374756,6.07949148118496,36.4302048425501,258.621754964193,98647.2291666667,0.00238070730605007,0,9.9861174248872e-05
722855,269.367210388184,6.0448149840037,61.9215220858653,221.83099492391,99480.6494140625,0.00241643036618674,5.99296148114566e-07,4.77486253203097e-06
722856,264.933991750081,2.98995526631673,63.2286894569794,234.648087183634,99969.5279947917,0.0017778131441446,0,0
722857,263.990275065104,2.39553827544053,65.0412770832578,233.871071497599,100541.300455729,0.00156342283298727,0,0
722858,267.887579600016,6.26037772496541,67.1499835302432,223.833375295003,99880.0052083333,0.00206965914306541,0,0
722859,267.196261088053,7.51822896798452,55.3844944039981,258.503821055094,99503.7919921875,0.00203225612494862,0,6.08424234845491e-06
722860,261.941424051921,10.6404712200165,40.9537547534953,247.720699946086,100084.829101563,0.0012244629348667,0,4.83375533046152e-05
722861,266.089441935221,11.3228209018707,45.6669658220684,262.379273732503,101432.307291667,0.001597916794708,0,8.00740053819027e-06
722862,268.290854136149,9.16417348384857,62.6733434113363,240.727518081665,102821.005533854,0.00189159881847445,0,1.10031548198701e-05
722863,268.455300649007,10.4899967908859,78.5876770218213,238.667950948079,102677.325195313,0.0018382150689528,0,1.87361929420149e-05
722864,269.020305633545,7.80120887358983,34.7898300165931,288.910943349202,101993.461914063,0.00233902622130699,0,7.05444824689039e-05
722865,269.996351877848,4.24521602193515,83.6280781775713,254.920602798462,102438.742513021,0.00233425605498875,0,3.33698926624493e-06
722866,268.167676289876,3.20461331804593,92.9432301769654,224.855782826742,103121.131510417,0.00206193761065758,0,0
722867,267.304316202799,3.52387085556984,83.6689800123374,233.123256047567,102845.50390625,0.00196514823376977,0,0
722868,268.334391276042,3.35084516803424,55.3899080355962,259.176993052165,102004.904947917,0.00214176691467098,0,0
722869,267.919951121012,1.78257102270921,51.7731513182322,269.080994923909,101837.915364583,0.00227746321373464,0,0
722870,269.116230010986,2.97701898217201,95.4741582671801,233.411907831828,102688.724283854,0.00223208964356066,0,0
722871,268.753470102946,3.24212428927422,104.499009728432,232.81619199117,103096.985026042,0.00221696889881665,0,0
722872,271.074226379395,6.06692047913869,66.4651221235593,277.661794026693,102288.060546875,0.00290361889832032,0,0
722873,272.987440745036,6.18949123223623,31.3713549971581,309.089068094889,101234.508463542,0.00357167004646423,1.7200459031604e-05,2.43511111269375e-05
722874,272.264142354329,4.95305595795314,96.3809571663539,247.981026967367,100606.573242188,0.00281403727907067,0,0
722875,272.242169698079,6.55621981620789,102.108886440595,250.667604446411,100180.438476563,0.00295077849295922,0,0
722876,274.572383880615,8.05599155028661,61.0765132904053,304.995814005534,100786.12109375,0.00384732540502834,1.49534815439741e-05,7.42314773560793e-06
722877,276.434602101644,8.62307401498159,31.1762975056966,333.79167175293,100813.567708333,0.0047309870327202,2.93990336407054e-05,0
722878,275.205893198649,4.74893441796303,48.0898901612187,288.423523585002,101018.419921875,0.00422412317129783,3.51415676504985e-05,0
722879,275.342976888021,6.93318726619085,120.286639809608,237.567339579264,101758.290364583,0.00377417137497105,0,0
722880,274.528301239014,5.7039783000946,126.672139391303,244.631181716919,101415.075846354,0.00362249177608949,0,0
722881,275.201933542887,6.79530431826909,68.2930569127202,282.386676152547,100293.611979167,0.00396580374217592,0,0
722882,274.507512410482,4.88481174906095,100.647955348094,246.297165552775,100834.578776042,0.00370962009765208,0,0
